name,title,country,elo,birth_year,approx_age
"KISELEV, VITALIY",8,2,2519,1988,35
"MIKHALEVSKI, VICTOR",8,24,2519,1972,51
"MASTROVASILIS, ATHANASIOS",8,33,2518,1979,44
"KUNIN, VITALY",8,17,2518,1983,40
"LUTHER, THOMAS",8,17,2518,1969,54
"MARKOWSKI, TOMASZ",8,14,2518,1975,48
"KORPA, BENCE",8,22,2518,1998,25
"STURUA, ZURAB",8,47,2518,1959,64
"FERREIRA, JORGE VITERBO",8,69,2518,1994,29
"ANDERSSON, ULF",8,26,2518,1951,72
"ABDRLAUF, ELHAM",6,1,2518,2005,18
"MIRANDA MESA, ELIER",8,44,2517,1993,30
"JOVANOVIC, ZORAN",8,25,2517,1979,44
"HONG, ANDREW",8,6,2517,2004,19
"GORDIEVSKY, DMITRY",8,2,2517,1996,27
"PAVASOVIC, DUSKO",8,31,2517,1976,47
"WIRIG, ANTHONY",8,4,2517,1983,40
BHARATH SUBRAMANIYAM H,8,7,2517,2007,16
"BURG, TWAN",8,5,2517,1990,33
"CHECA, NICOLAS",8,6,2517,2001,22
"RASULOV, VUGAR",8,8,2516,1991,32
"ATABAYEV, YUSUP",8,70,2516,1994,29
"BOCHAROV, DMITRY",8,2,2516,1982,41
"DIAMANT, ANDRE",8,42,2516,1990,33
KARTHIK VENKATARAMAN,8,7,2516,1999,24
"PRUSIKIN, MICHAEL",8,17,2516,1978,45
"SARIC, ANTE",8,25,2516,1984,39
"NOZDRACHEV, VLADISLAV",6,2,2515,1992,31
"BAILET, PIERRE",8,4,2515,1988,35
"BOGOSAVLJEVIC, BOBAN",8,30,2515,1988,35
"HAUCHARD, ARNAUD",8,4,2515,1971,52
"INIYAN, P",8,7,2515,2002,21
"LIE, KJETIL A.",8,1,2515,1980,43
"MUZYCHUK, MARIYA",8,16,2515,1992,31
"PAICHADZE, LUKA",8,47,2515,1991,32
"DJUKIC, NIKOLA",8,51,2514,1983,40
"XIU, DESHUN",8,3,2514,1989,34
"NENEZIC, MARKO",6,30,2514,1995,28
"MONS, LEON",8,17,2514,1995,28
"MEDVEGY, ZOLTAN",8,22,2514,1979,44
"HALKIAS, STELIOS",8,33,2514,1980,43
"KVON, ANDREY",8,10,2513,1989,34
"DAGGUPATI, BALAJI",8,6,2513,2005,18
"AVILA PAVAS, SANTIAGO",6,63,2513,2004,19
VIGNESH N R,6,7,2513,1998,25
"TRUSHNIKOV, SERGEY",0,2,2513,1975,48
"ROZUM, IVAN",8,2,2513,1991,32
"QUINTILIANO PINTO, RENATO R.",8,42,2513,1992,31
"MACIEJA, BARTLOMIEJ",8,14,2513,1977,46
"SONG, RAYMOND",6,71,2512,1994,29
"BRUNELLO, SABINO",8,35,2512,1989,34
"HAUGE, LARS OSKAR",8,1,2512,1998,25
"JIANU, VLAD-CRISTIAN",8,9,2512,1984,39
"KHEGAY, DMITRIY",8,2,2512,1997,26
"ORTIZ SUAREZ, ISAN REYNALDO",8,44,2512,1985,38
"VROLIJK, LIAM",8,5,2512,2002,21
"DRONAVALLI, HARIKA",8,7,2511,1991,32
"POPOVIC, DUSAN",8,30,2511,1983,40
"SHCHEKACHEV, ANDREI",8,4,2511,1972,51
"OLSZEWSKI, MICHAL",8,14,2511,1989,34
"NIKOLAIDIS, IOANNIS",8,33,2511,1971,52
"JANSSEN, RUUD",8,5,2511,1979,44
"BEERDSEN, THOMAS",6,5,2510,1998,25
"VASQUEZ SCHROEDER, RODRIGO",8,34,2510,1969,54
"STEFANSSON, HANNES",8,61,2510,1972,51
"MITRABHA, GUHA",8,7,2510,2001,22
"GUNDAVAA, BAYARSAIKHAN",8,65,2510,1989,34
"GRIGOROV, GRIGOR",8,12,2510,1987,36
"DRASKOVIC, LUKA",8,51,2510,1995,28
"BERNASEK, JAN",8,21,2510,1986,37
"VORONTSOV, PAVLO",8,16,2509,1998,25
"MIKAELYAN, ARMAN",8,18,2509,1996,27
"LE ROUX, JEAN-PIERRE",8,4,2509,1982,41
"KRZYZANOWSKI, MARCIN",8,14,2509,1994,29
"GROVER, SAHAJ",8,7,2509,1995,28
"AVESKULOV, VALERIY",8,16,2509,1986,37
ARJUN KALYAN,8,7,2509,2002,21
"PELLETIER, YANNICK",8,48,2509,1976,47
"THYBO, JESPER SONDERGAARD",8,36,2509,1999,24
"LODICI, LORENZO",8,35,2508,2000,23
"BLOMQVIST, ERIK",8,26,2508,1990,33
"HENDERSON DE LA FUENTE, LANCE",8,72,2508,2003,20
"XU, ZHIHANG",6,3,2508,2001,22
"GARCIA PANTOJA, ROBERTO",8,44,2507,1992,31
"GADIMBAYLI, ABDULLA",8,8,2507,2002,21
"MILADINOVIC, IGOR",8,30,2507,1974,49
"MORADIABADI, ELSHAN",8,6,2507,1985,38
"SCHITCO, IVAN",8,50,2507,2003,20
"DAVTYAN, ARTUR",6,18,2506,2002,21
"BERG, EMANUEL",8,26,2506,1981,42
"OBREGON, ANDRES CARLOS",8,29,2506,1986,37
"MAGEM BADALS, JORDI",8,15,2506,1967,56
"KHENKIN, IGOR",8,17,2506,1968,55
"SALINAS HERRERA, PABLO",8,34,2506,1994,29
"KAZHGALEYEV, MURTAS",8,41,2506,1973,50
"HUNGASKI, ROBERT",8,6,2506,1987,36
"HILLARP PERSSON, TIGER",8,26,2505,1970,53
"PETROV, MARTIN",8,12,2505,2000,23
"SCHLOSSER, PHILIPP",8,17,2505,1968,55
"SULSKIS, SARUNAS",8,54,2505,1972,51
"VALSECCHI, ALESSIO",8,35,2505,1992,31
"WIECZOREK, OSKAR",8,14,2505,1994,29
"XU, YI",8,3,2505,1998,25
ADITYA MITTAL,6,7,2505,2006,17
"BARON, TAL",8,24,2505,1992,31
"CAN, ISIK",6,32,2505,2005,18
"DRUSKA, JURAJ",6,46,2505,1994,29
"PRIDOROZHNI, ALEKSEI",8,2,2504,1981,42
"POLAK, TOMAS",8,21,2504,1974,49
"MUZYCHUK, ANNA",8,16,2504,1990,33
"DAS, SAYANTAN",6,7,2504,1997,26
"BALDAUF, MARCO",8,17,2504,1990,33
"ASIS GARGATAGLI, HIPOLITO",8,15,2504,1986,37
SANKALP GUPTA,8,7,2504,2003,20
"SZABO, GERGELY-ANDRAS-GYULA",8,9,2504,1983,40
"SAHIDI, SAMIR",6,46,2504,2003,20
"ROSHKA, YEVGENIY",6,16,2504,2001,22
"SCHOPPEN, CASPER",8,5,2503,2002,21
"BERDAYES ASON, DYLAN ISIDRO",6,44,2503,1998,25
"GHOLAMI, ARYAN",8,13,2503,2001,22
"LIN, CHEN",8,3,2503,1988,35
"PERELSHTEYN, EUGENE",8,6,2503,1980,43
"PULVETT MARIN, DANIEL EDUARDO",6,15,2503,1991,32
"SADZIKOWSKI, DANIEL",8,14,2503,1994,29
"STEINGRIMSSON, HEDINN",8,61,2503,1975,48
"TAN, JUSTIN",8,49,2503,1997,26
"TAZBIR, MARCIN",8,14,2503,1988,35
"BERADZE, IRAKLI",6,47,2502,1996,27
"VETOSHKO, VOLODYMYR",8,16,2502,1998,25
"TIGLON, BRYCE",6,6,2502,2000,23
"SHYAM, SUNDAR M.",8,7,2502,1992,31
"SHENGELIA, DAVID",8,28,2502,1980,43
"LENIART, ARKADIUSZ",8,14,2502,1991,32
"IONOV, SERGEY",8,2,2502,1962,61
"CZARNOTA, PAWEL",8,14,2502,1988,35
"CYBOROWSKI, LUKASZ",8,14,2502,1980,43
"GOLOD, VITALI",8,24,2501,1971,52
"POUR AGHA BALA, AMIRREZA",0,13,2501,2004,19
"HE, ANTHONY",6,6,2501,2005,18
"APICELLA, MANUEL",8,4,2501,1970,53
"ROZENTALIS, EDUARDAS",8,54,2501,1963,60
"POURRAMEZANALI, AMIRREZA",8,13,2501,1992,31
"KUCUKSARI, KAAN",6,26,2500,2003,20
"GINES ESTEO, PEDRO ANTONIO",8,15,2500,2004,19
"DIMITROV, RADOSLAV",8,12,2500,1993,30
"STERN, RENE",8,17,2499,1972,51
"BELIAVSKY, ALEXANDER G",8,31,2499,1953,70
"ERENBERG, ARIEL",6,24,2499,2001,22
"GALLEGO ALCARAZ, ANDRES FELIPE",8,63,2499,1989,34
"KANAREK, MARCEL",8,14,2499,1993,30
"LIBISZEWSKI, FABIEN",8,4,2499,1984,39
"SEO, JUNG MIN",6,26,2499,2002,21
"SPASOV, VASIL",8,12,2499,1971,52
"SUMETS, ANDREY",8,16,2499,1980,43
"SHANAVA, KONSTANTINE",8,47,2498,1985,38
"CARDOSO CARDOSO, JOSE GABRIEL",8,63,2498,2004,19
"BRENNINKMEIJER, JORIS",6,5,2498,1969,54
"BENJAMIN, JOEL",8,6,2498,1964,59
"DANIELSEN, HENRIK",8,61,2498,1966,57
"FERNANDEZ, DANIEL HOWARD",8,20,2498,1995,28
"GORSHTEIN, IDO",6,24,2498,2002,21
"LUBBE, NIKOLAS",6,17,2498,1990,33
RAJA HARSHIT,8,7,2498,2001,22
"DELCHEV, ALEKSANDER",8,12,2497,1971,52
"NAGY, GABOR",8,22,2497,1994,29
"NAUMANN, ALEXANDER",8,17,2497,1979,44
"WAN, YUNGUO",8,3,2497,1990,33
"ABDUMALIK, ZHANSAYA",8,41,2497,2000,23
"CHARNUSHEVICH, ALIAKSEI",8,4,2497,1978,45
"GUERRA MENDEZ, JOSE ANGEL",8,15,2496,1988,35
"POETSCH, HAGEN",8,17,2496,1991,32
SAMANT ADITYA S,6,7,2496,2006,17
"SUBELJ, JAN",6,31,2496,2004,19
"BURMAKIN, VLADIMIR",8,2,2496,1967,56
"HAMITEVICI, VLADIMIR",8,50,2496,1991,32
"PETR, MARTIN",8,21,2495,1988,35
"ANNABERDIYEV, MEYLIS",8,70,2495,1985,38
"FAWZY, ADHAM",8,19,2495,2000,23
"FODOR, TAMAS JR.",8,22,2495,1991,32
"GONDA, LASZLO",8,22,2495,1988,35
"MORENO TRUJILLO, ALEJANDRO",6,15,2495,1985,38
"PALAC, MLADEN",8,25,2495,1971,52
"TRAN, TUAN MINH",8,11,2495,1997,26
"VERNAY, CLOVIS",8,48,2495,1989,34
"ABDISALIMOV, ABDIMALIK",6,10,2494,2002,21
"YELETSKY, IVAN",4,2,2494,1999,24
"STANY, G.A.",8,7,2494,1993,30
"NIKOLOV, MOMCHIL",8,12,2494,1985,38
"MOSADEGHPOUR, MASOUD",8,13,2494,1997,26
"GONZALEZ ZAMORA, JUAN CARLOS",8,62,2494,1968,55
"CSONKA, BALAZS",6,22,2494,1997,26
"ZARAGATSKI, ILJA",8,17,2493,1985,38
"BLOHBERGER, FELIX",8,28,2493,2002,21
"BERELOWITSCH, ALEXANDER",8,17,2493,1967,56
"CHEN, QI B",6,3,2493,2000,23
"KOMAROV, DIMITRI",8,16,2493,1968,55
"OBREGON RIVERO, JUAN CARLOS",8,62,2493,1989,34
PRANESH M,6,7,2493,2006,17
"SHOKER, SAMY",8,19,2493,1987,36
"VAGANIAN, RAFAEL A",8,18,2493,1951,72
"YU, RUIYUAN",8,3,2493,1991,32
"ZWARDON, VOJTECH",6,21,2493,1990,33
"DAMBACHER, MARTIJN",8,5,2492,1979,44
"BARBOSA, OLIVER",8,56,2492,1986,37
"RESHEF, OMER",6,24,2492,1997,26
"SALOMON, JOHAN",8,1,2492,1997,26
"SMERDON, DAVID C",8,49,2492,1984,39
"SPEELMAN, JON S",8,20,2492,1956,67
"YEOH, LI TIAN",6,73,2492,1999,24
"PAKLEZA, ZBIGNIEW",8,14,2492,1986,37
"LOU, YIPING",6,3,2492,1991,32
"LOBRON, ERIC",8,17,2492,1960,63
"KEINANEN, TOIVO",6,53,2492,2002,21
"JOVANIC, OGNJEN",8,25,2492,1978,45
"GHARIBYAN, MAMIKON",6,18,2491,2004,19
"ARIZMENDI MARTINEZ, JULEN LUIS",8,15,2491,1976,47
"BARBOSA, EVANDRO AMORIM",8,42,2491,1992,31
"FROLYANOV, DMITRY",8,2,2491,1986,37
"HORVATH, CSABA",8,22,2491,1968,55
"KHOTENASHVILI, BELLA",8,47,2491,1988,35
"KLEIN, DAVID",8,5,2491,1993,30
"OLAFSSON, HELGI",8,61,2491,1956,67
"REINALDO CASTINEIRA, ROI",6,15,2491,1980,43
"KACZMARCZYK, DENNIS",6,17,2490,1991,32
"HADDOUCHE, MOHAMED",8,74,2490,1984,39
"KARTTUNEN, MIKA",6,53,2490,1981,42
"KANTANS, TOMS",8,38,2490,1994,29
"BERCHTENBREITER, MAXIMILIAN",6,17,2490,1994,29
"BOBRAS, PIOTR",8,14,2490,1977,46
"KHADEMALSHARIEH, SARASADAT",6,13,2490,1997,26
"SOTO HERNANDEZ, HENRY",6,44,2490,1987,36
"KHAMRAKULOV, DJURABEK",8,10,2490,1988,35
"MITKOV, NIKOLA",8,59,2490,1971,52
"OLIVA CASTANEDA, KEVEL",8,44,2490,1994,29
"RINGOIR, TANGUY",8,39,2490,1994,29
"TIKKANEN, HANS",8,26,2490,1985,38
"RATKOVIC, MILOJE",8,30,2489,1996,27
"HERNANDEZ GONZALEZ, WILLIAM",6,44,2489,1995,28
"GDANSKI, JACEK",8,14,2489,1970,53
"ZHU, JINER",7,3,2489,2002,21
"CORRALES JIMENEZ, FIDEL",8,6,2489,1987,36
"BATSIASHVILI, NINO",8,47,2489,1987,36
"KOVACEVIC, ALEKSANDAR",8,30,2489,1974,49
"KRYAKVIN, DMITRY",8,2,2489,1984,39
"BUDISAVLJEVIC, LUKA",8,30,2488,2004,19
"PORAT, SHAY",6,24,2488,1985,38
"PEZELJ, NOVAK",6,30,2488,1983,40
"MOROVIC FERNANDEZ, IVAN",8,34,2488,1963,60
"IDER, BORYA",6,4,2488,1994,29
"GORODETZKY, DAVID",6,24,2488,2000,23
"SAMUNENKOV, IHOR",6,16,2488,2009,14
"ZELCIC, ROBERT",8,25,2487,1965,58
"PENA GOMEZ, MANUEL",8,15,2487,1988,35
"AHMADZADA, AHMAD",6,8,2487,2004,19
"ABBASOV, FARID",8,8,2487,1979,44
"ZHAO, ZONG-YUAN",8,49,2487,1986,37
"KRAUS, TOMAS",6,21,2486,1995,28
"BAIDETSKYI, VALENTIN",6,16,2486,2002,21
"BRODSKY, DAVID",8,6,2486,2002,21
"GARRIGA CAZORLA, PERE",6,15,2486,1998,25
"GOKERKAN, CEM KAAN",6,32,2486,2000,23
"MAKSIMOVIC, BOJAN",6,55,2486,2002,21
"SHNEIDER, ALEKSANDR",8,16,2486,1962,61
"STRIPUNSKY, ALEXANDER",8,6,2486,1970,53
"WANG, CHEN",6,3,2486,1993,30
"WATSON, WILLIAM N",8,20,2486,1962,61
"ROGANOVIC, MILOS",8,30,2485,1991,32
"RIBLI, ZOLTAN",8,22,2485,1951,72
"PARKHOV, YAIR",6,24,2485,2002,21
"PANJWANI, RAJA",6,40,2485,1990,33
"MIRON, LUCIAN-COSTIN",8,9,2485,1987,36
"JAKUBOWSKI, KRZYSZTOF",8,14,2485,1983,40
"MA, ZHONGHAN",6,3,2485,1995,28
MANISH ANTO CRISTIANO F,6,7,2485,2005,18
"ZANAN, EVGENY",8,24,2485,1998,25
"WANG, JUSTIN",6,6,2485,2005,18
"SADIKHOV, ULVI",8,8,2485,1998,25
"SENGUPTA, DEEP",8,7,2484,1988,35
"JUHASZ, KRISTOF",6,22,2484,1994,29
"DRYGALOV, ANDREY",8,2,2484,1999,24
"CASTELLANOS RODRIGUEZ, RENIER",6,15,2484,1982,41
"ALEKSANDROV, ALEKSEJ",8,58,2484,1973,50
"SHUVALOVA, POLINA",6,2,2484,2001,22
"ROMBALDONI, DENIS",6,35,2484,1989,34
"KASHLINSKAYA, ALINA",6,14,2483,1993,30
"VOROBIOV, EVGENY E.",8,2,2483,1976,47
"SOLODOVNICHENKO, YURI",8,16,2483,1978,45
"QUPARADZE, GIGA",8,47,2483,1987,36
"PREOTU, RAZVAN",8,40,2483,1999,24
"MAKHNEV, DENIS",8,41,2483,2000,23
"DELORME, AXEL",8,4,2483,1990,33
"GREBNEV, ALEKSEY",6,2,2483,2006,17
AKASH G,8,7,2483,1996,27
"ACOSTA, PABLO ISMAEL",6,29,2482,1999,24
"ANTONIEWSKI, RAFAL",8,14,2482,1980,43
"CICAK, SLAVKO",8,26,2482,1969,54
"DIAZ CAMALLONGA, CARLES",6,15,2482,1996,27
"ESPINOSA VELOZ, ERMES",8,44,2482,1987,36
"MIKKELSEN, NIKOLAJ",6,36,2482,1988,35
"NESTOROVIC, NIKOLA",8,30,2482,1989,34
"SEEL, CHRISTIAN, DR.",6,17,2482,1983,40
"ZABLOTSKY, SERGEI",8,2,2482,1982,41
"AGHAMALIYEV, CEMIL",8,32,2482,1974,49
"BELLAHCENE, BILEL",8,74,2481,1998,25
"GOLUBOV, SAVELIY",6,2,2481,2000,23
"KLIMKOWSKI, JAN",4,14,2481,2007,16
"YU, SHAOTENG",8,3,2481,1979,44
"BABAZADA, KHAZAR",6,8,2481,2005,18
"GALEGO, LUIS",8,69,2480,1966,57
"BAIKOVSKY, YURIY",6,16,2480,1959,64
"FAIZRAKHMANOV, RAMIL",6,2,2480,1997,26
"GAGARE, SHARDUL",8,7,2480,1997,26
"HAUG, JOHANNES",6,1,2480,2000,23
"KURAJICA, BOJAN",8,25,2480,1947,76
"NEEF, MAXIMILIAN",6,17,2480,1996,27
"RAZNIKOV, DANNY",8,24,2480,1993,30
"SHABALOV, ALEXANDER",8,6,2480,1967,56
"SPRAGGETT, KEVIN",8,40,2480,1954,69
"KOCISCAK, JIRI",6,21,2479,1993,30
"FIRMAN, NAZAR",8,16,2479,1983,40
"ADMIRAAL, MIGUOEL",6,5,2479,1994,29
"ARAB, ADLANE",6,74,2479,1980,43
"BARRIENTOS, SERGIO E",8,63,2479,1986,37
"BISCHOFF, KLAUS",8,17,2479,1961,62
"BOJKOV, DEJAN",8,12,2479,1977,46
"CORI QUISPE, KEVIN JOEL",8,27,2479,1999,24
"SWAPNIL, S. DHOPADE",8,7,2479,1990,33
"RECHLIS, GAD",8,24,2479,1967,56
"LAZAREV, VLADIMIR",8,4,2479,1964,59
"HAUSRATH, DANIEL",8,17,2478,1976,47
"KOGAN, ARTHUR",8,24,2478,1974,49
"KOTSUR, PAVEL",8,41,2478,1974,49
"LEVIN, EVGENY A.",8,2,2478,1990,33
"MESTEL, A JONATHAN",8,20,2478,1957,66
"RUSEV, KRASIMIR",8,12,2478,1983,40
"VELTEN, PAUL",8,4,2478,1993,30
"XU, JUN",8,3,2478,1962,61
"GUIDARELLI, LAURENT",8,4,2478,1981,42
"HJARTARSON, JOHANN",8,61,2478,1963,60
"GOMEZ GARRIDO, CAMILO ERNESTO",8,44,2477,1987,36
"FEDOROV, ALEXEI",8,58,2477,1972,51
"BAKHMATSKY, VLADISLAV",6,16,2477,1998,25
SHYAAMNIKHIL P,6,7,2477,1992,31
"KLEKOWSKI, MACIEJ",8,14,2477,1992,31
"HOLM, KRISTIAN STUVIK",6,1,2476,1998,25
"BEZOLD, MICHAEL",8,17,2476,1972,51
"BROMBERGER, STEFAN",8,17,2476,1982,41
"COSTACHI, MIHNEA",6,9,2476,2000,23
"DI BERARDINO, DIEGO RAFAEL",6,42,2476,1987,36
"KORNEEV, OLEG",8,15,2476,1969,54
"KOSAKOWSKI, JAKUB",6,14,2476,2002,21
"LOPEZ MARTINEZ, JOSEP MANUEL",8,15,2476,1980,43
"LY, MOULTHUN",8,49,2476,1991,32
"SCHANDORFF, LARS",8,36,2476,1965,58
"SOKOLOVSKY, YAHLI",6,24,2476,2006,17
"WESTERBERG, JONATHAN",8,26,2476,1994,29
"GREENFELD, ALON",8,24,2475,1964,59
"DEMUTH, ADRIEN",8,4,2475,1991,32
"MIRZOEV, EMIL",8,16,2475,1996,27
"CLARKE, BRANDON G I",6,20,2475,1995,28
"STOJANOVIC, MIHAJLO",8,30,2475,1977,46
"HARING, FILIP",6,46,2475,2003,20
"BILGUUN, SUMIYA",8,65,2474,1997,26
"ARZUMANIAN, GEORGY",8,18,2474,1980,43
"SCHNEIDER, ILJA",6,17,2474,1984,39
"PAEHTZ, ELISABETH",8,17,2474,1985,38
"NOGERBEK, KAZYBEK",6,41,2474,2004,19
"GHAZARIAN, KIRK",6,6,2474,2006,17
"ESCALANTE RAMIREZ, BRIAN SEBASTI",6,27,2474,1999,24
"NIGMATOV, ORTIK",6,10,2473,2000,23
"ARDELEAN, GEORGE-CATALIN",6,9,2473,1981,42
"CVEK, ROBERT",8,21,2473,1979,44
"GOH, WEI MING KEVIN",8,52,2473,1983,40
"GRETARSSON, HELGI ASS",8,61,2473,1977,46
"HOLZKE, FRANK",8,17,2473,1971,52
"IOANNIDIS, EVGENIOS",6,33,2473,2001,22
"HERNANDEZ CARMENATE, HOLDEN",8,6,2472,1984,39
"CHATALBASHEV, BORIS",8,36,2472,1974,49
"BLAGOJEVIC, DRAGISA",8,51,2472,1966,57
"ATABAYEV, MAKSAT",8,70,2472,1994,29
"ALEXAKIS, DIMITRIS",6,33,2472,2003,20
RAJA RITHVIK R,8,7,2472,2004,19
"ORTEGA AMARELLE, MARIANO",6,75,2472,1981,42
"MOVSZISZIAN, KAREN",8,18,2472,1963,60
"MAMMADZADA, GUNAY",6,8,2472,2000,23
"KACZUR, FLORIAN",6,22,2472,1998,25
"JANZELJ, TIM",6,31,2472,1994,29
"DEGRAEVE, JEAN-MARC",8,4,2471,1971,52
"FAKHRUTDINOV, TIMUR",4,2,2471,2001,22
"FIRAT, BURAK",8,32,2471,1993,30
"GHASI, AMEET K",6,20,2471,1987,36
"KOTRONIAS, VASILIOS",8,33,2471,1964,59
"KRAMER, JULIAN",6,17,2471,1997,26
"MANOR, ILAN",8,24,2471,1969,54
"NIJBOER, FRISO",8,5,2471,1965,58
"SAMADOV, READ",4,8,2471,2007,16
"SANTIAGO, YAGO DE MOURA",8,42,2471,1992,31
"PETITCUNOT, PIERRE",6,4,2470,1980,43
"SIMACEK, PAVEL",8,21,2470,1979,44
"STURT, RAVEN",8,6,2470,1993,30
"VILLANUEVA, MARIO",6,29,2470,1984,39
"DVOIRYS, SEMEN I.",8,2,2470,1958,65
"ESEN, BARIS",8,32,2470,1986,37
"GEORGIADIS, IOANNIS",6,33,2470,1987,36
"KATZ, ALEXANDER",6,6,2470,1996,27
"LAI, HING TING",6,5,2470,1997,26
"OSTMOE, GEIR SUNE TALLAKSEN",6,1,2470,1985,38
"PONIZIL, CYRIL",6,21,2469,1991,32
"HERTNECK, GERALD",8,17,2469,1963,60
"BAR, ROMAN",6,24,2469,1982,41
"HARVEY, MARCUS R",6,20,2469,1996,27
"VENKATESH, M.R.",8,7,2469,1985,38
"SARACI, NDERIM",6,76,2469,1996,27
"ROOT, DOUGLAS",6,6,2469,1963,60
RAHUL SRIVATSHAV P,8,7,2469,2002,21
"GOROVETS, ANDREY",8,58,2468,1987,36
"KORLEY, KASSA",6,36,2468,1993,30
"LOGINOV, VALERY A",8,2,2468,1955,68
"RABIEGA, ROBERT",8,17,2468,1971,52
"SPRENGER, JAN MICHAEL, DR.",8,17,2468,1982,41
"ZOLER, DAN",8,24,2468,1974,49
"CHANDRA, AKSHAT",8,6,2468,1999,24
"GAJEK, RADOSLAW",6,28,2468,1998,25
"KHMELNIKER, ILYA",8,24,2468,1985,38
"KRYLOV, MIKHAIL",8,2,2467,1987,36
"FORSTER, RICHARD",6,48,2467,1975,48
"EMMS, JOHN M",8,20,2467,1967,56
"BARCENILLA, ROGELIO",8,56,2467,1972,51
"VOTAVA, JAN",8,21,2467,1974,49
"NOTKEVICH, BENJAMIN ARVOLA",8,1,2467,1993,30
"LORPARIZANGENEH, SHAHIN",8,13,2467,1999,24
"BALCERAK, JAKOB",6,17,2466,1979,44
"BATCHULUUN, TSEGMED",8,65,2466,1987,36
"BOENSCH, UWE",8,17,2466,1958,65
"BRANDENBURG, DAAN",8,5,2466,1987,36
"CASPI, ISRAEL",8,24,2466,1989,34
"ELSNESS, FRODE",6,1,2466,1973,50
"FEYGIN, MICHAEL",8,17,2466,1975,48
"GRINBERG, EYAL",6,24,2466,1998,25
"KOVALEV, ANDREI",8,58,2466,1961,62
"KUZMICZ, KRYSTIAN",6,14,2466,1987,36
"RICHTER, MICHAEL",8,17,2466,1978,45
"VYKOUK, JAN",6,21,2466,2000,23
"YANCHENKO, ROMAN",4,2,2466,1996,27
"BRONSTEIN, OR",6,24,2465,2001,22
"RIOS, CRISTHIAN CAMILO",8,63,2465,1993,30
"PAJEKEN, JAKOB LEON",6,17,2465,2003,20
"NEDEV, TRAJKO",8,59,2465,1973,50
"LEON HOYOS, MANUEL",8,62,2465,1989,34
"KIM, ALEXEY",8,77,2465,1986,37
"JARACZ, PAWEL",8,14,2465,1975,48
"HECTOR, JONNY",8,26,2465,1964,59
"GEORGESCU, TIBERIU-MARIAN",8,9,2465,1991,32
"SALTAEV, MIHAIL",8,10,2464,1962,61
"SOUSA, ANDRE VENTURA",6,69,2464,2000,23
"SAMUSENKO, MAKSIM",6,2,2464,1997,26
"ALONSO, SALVADOR",8,29,2464,1974,49
"KAASEN, TOR FREDRIK",6,1,2464,2002,21
"KURMANN, OLIVER",6,48,2464,1985,38
"PANTZAR, MILTON",6,26,2464,2001,22
"POTAPOV, PAVEL",8,2,2464,1990,33
"SALEMGAREEV, TAGIR",6,2,2464,2002,21
"GHAEM MAGHAMI, EHSAN",8,13,2463,1982,41
"FTACNIK, LUBOMIR",8,46,2463,1957,66
"FEUERSTACK, ALJOSCHA",6,17,2463,1988,35
"ZIFRONI, DOV",8,24,2463,1976,47
"VERA SIGUENAS, DEIVY",8,27,2463,1992,31
"TAHBAZ, ARASH",6,13,2463,2000,23
"RATHANVEL, V S",6,7,2463,2001,22
"PIJPERS, ARTHUR",6,5,2463,1994,29
"MUNKHGAL, GOMBOSUREN",8,65,2463,1988,35
"JIMENEZ FRAGA, PEDRO ALEJANDRO",6,44,2463,1990,33
"PETKOV, VLADIMIR",8,12,2462,1971,52
"ROUSSEL-ROOZMON, THOMAS",8,40,2462,1988,35
"BRODOWSKI, PIOTR",6,14,2462,1989,34
"VOGEL, ROVEN",6,17,2462,2000,23
"ZELBEL, PATRICK",6,17,2462,1993,30
"IOSELIANI, NANA",6,47,2462,1962,61
"ISIK, ALPARSLAN",6,32,2462,2003,20
"KHMELNITSKY, IGOR",6,6,2462,1968,55
"MARKOJA, BORIS",6,31,2462,1998,25
NGUYEN ANH DUNG,8,11,2462,1976,47
"GRIGORE, GEORGE-GABRIEL",8,9,2461,1970,53
"BORA, SAFAL",6,6,2461,1998,25
"MARKGRAF, ALEXANDER",6,17,2461,1981,42
"PENG, XIONGJIAN",0,3,2461,2000,23
"STEFANSSON, VIGNIR VATNAR",6,61,2461,2003,20
"VERTETICS, ATTILA",6,22,2461,1985,38
"WILLIAMS, SIMON K",8,20,2461,1979,44
"YUDIN, SERGEI",8,2,2461,1986,37
"SOKOLOV, ANDREI",8,4,2460,1963,60
"URAZAYEV, ARYSTANBEK",6,41,2460,1998,25
"CAMACHO COLLADOS, MARCOS",6,15,2460,1991,32
"CHANDA, SANDIPAN",8,7,2460,1983,40
"BELOZEROV, ANDREI",8,2,2460,1977,46
"JIROVSKY, MILOS",8,21,2460,1974,49
"KINDERMANN, STEFAN",8,28,2460,1959,64
"LEPELLETIER, BENOIT",6,4,2460,1978,45
"NORITSYN, NIKOLAY",6,40,2460,1991,32
"PANCHANATHAN, MAGESH CHANDRAN",8,7,2460,1983,40
"RAHMAN, ZIAUR",8,78,2460,1974,49
"SIPOS, ISTVAN",6,22,2460,1987,36
"TRAVADON, LOIC",6,4,2459,2002,21
"WILLOW, JONAH B",6,20,2459,2002,21
"YANKELEVICH, LEV",8,17,2459,1997,26
"DANN, MATTHIAS",6,17,2459,1991,32
"GASCON DEL NOGAL, JOSE RAFAEL",8,79,2459,1995,28
